104052 silly lifecycle cardinal@1.0.0~preinstall: no script for preinstall, continuing
108601 verbose linkMans pify@2.3.0
108602 silly build pinkie@2.0.4
108603 info linkStuff pinkie@2.0.4
108604 silly linkStuff pinkie@2.0.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108605 verbose linkBins pinkie@2.0.4
108606 verbose linkMans pinkie@2.0.4
108607 silly build pinkie-promise@2.0.1
108608 info linkStuff pinkie-promise@2.0.1
108609 silly linkStuff pinkie-promise@2.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108610 verbose linkBins pinkie-promise@2.0.1
108611 verbose linkMans pinkie-promise@2.0.1
108612 silly build get-stream@2.3.1
108613 info linkStuff get-stream@2.3.1
108614 silly linkStuff get-stream@2.3.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108615 verbose linkBins get-stream@2.3.1
108616 verbose linkMans get-stream@2.3.1
108617 silly build hasha@2.2.0
108618 info linkStuff hasha@2.2.0
108619 silly linkStuff hasha@2.2.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108620 verbose linkBins hasha@2.2.0
108621 verbose linkMans hasha@2.2.0
108622 silly build path-exists@2.1.0
108623 info linkStuff path-exists@2.1.0
108624 silly linkStuff path-exists@2.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108625 verbose linkBins path-exists@2.1.0
108626 verbose linkMans path-exists@2.1.0
108627 silly build find-up@1.1.2
108628 info linkStuff find-up@1.1.2
108629 silly linkStuff find-up@1.1.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108630 verbose linkBins find-up@1.1.2
108631 verbose linkMans find-up@1.1.2
108632 silly build path-type@1.1.0
108633 info linkStuff path-type@1.1.0
108634 silly linkStuff path-type@1.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108635 verbose linkBins path-type@1.1.0
108636 verbose linkMans path-type@1.1.0
108637 silly build pkginfo@0.3.1
108638 info linkStuff pkginfo@0.3.1
108639 silly linkStuff pkginfo@0.3.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108640 verbose linkBins pkginfo@0.3.1
108641 verbose linkMans pkginfo@0.3.1
108642 silly build plur@2.1.2
108643 info linkStuff plur@2.1.2
108644 silly linkStuff plur@2.1.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108645 verbose linkBins plur@2.1.2
108646 verbose linkMans plur@2.1.2
108647 silly build async@0.1.15
108648 info linkStuff async@0.1.15
108649 silly linkStuff async@0.1.15 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/portscanner/node_modules as its parent node_modules
108650 verbose linkBins async@0.1.15
108651 verbose linkMans async@0.1.15
108652 silly build portscanner@1.0.0
108653 info linkStuff portscanner@1.0.0
108654 silly linkStuff portscanner@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108655 verbose linkBins portscanner@1.0.0
108656 verbose linkMans portscanner@1.0.0
108657 silly build postcss-value-parser@3.3.0
108658 info linkStuff postcss-value-parser@3.3.0
108659 silly linkStuff postcss-value-parser@3.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108660 verbose linkBins postcss-value-parser@3.3.0
108661 verbose linkMans postcss-value-parser@3.3.0
108662 silly build supports-color@3.1.2
108663 info linkStuff supports-color@3.1.2
108664 silly linkStuff supports-color@3.1.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/postcss/node_modules as its parent node_modules
108665 verbose linkBins supports-color@3.1.2
108666 verbose linkMans supports-color@3.1.2
108667 silly build prepend-http@1.0.4
108668 info linkStuff prepend-http@1.0.4
108669 silly linkStuff prepend-http@1.0.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108670 verbose linkBins prepend-http@1.0.4
108671 verbose linkMans prepend-http@1.0.4
108672 silly build preserve@0.2.0
108673 info linkStuff preserve@0.2.0
108674 silly linkStuff preserve@0.2.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108675 verbose linkBins preserve@0.2.0
108676 verbose linkMans preserve@0.2.0
108677 silly build pretty-bytes@4.0.2
108678 info linkStuff pretty-bytes@4.0.2
108679 silly linkStuff pretty-bytes@4.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108680 verbose linkBins pretty-bytes@4.0.2
108681 verbose linkMans pretty-bytes@4.0.2
108682 silly build pretty-hrtime@1.0.2
108683 info linkStuff pretty-hrtime@1.0.2
108684 silly linkStuff pretty-hrtime@1.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108685 verbose linkBins pretty-hrtime@1.0.2
108686 verbose linkMans pretty-hrtime@1.0.2
108687 silly build prettysize@0.0.3
108688 info linkStuff prettysize@0.0.3
108689 silly linkStuff prettysize@0.0.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108690 verbose linkBins prettysize@0.0.3
108691 verbose linkMans prettysize@0.0.3
108692 silly build process@0.7.0
108693 info linkStuff process@0.7.0
108694 silly linkStuff process@0.7.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108695 verbose linkBins process@0.7.0
108696 verbose linkMans process@0.7.0
108697 silly build process-nextick-args@1.0.7
108698 info linkStuff process-nextick-args@1.0.7
108699 silly linkStuff process-nextick-args@1.0.7 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108700 verbose linkBins process-nextick-args@1.0.7
108701 verbose linkMans process-nextick-args@1.0.7
108702 silly build progress@1.1.8
108703 info linkStuff progress@1.1.8
108704 silly linkStuff progress@1.1.8 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108705 verbose linkBins progress@1.1.8
108706 verbose linkMans progress@1.1.8
108707 silly build promise@7.1.1
108708 info linkStuff promise@7.1.1
108709 silly linkStuff promise@7.1.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108710 verbose linkBins promise@7.1.1
108711 verbose linkMans promise@7.1.1
108712 silly build jstransformer@1.0.0
108713 info linkStuff jstransformer@1.0.0
108714 silly linkStuff jstransformer@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108715 verbose linkBins jstransformer@1.0.0
108716 verbose linkMans jstransformer@1.0.0
108717 silly build promise.pipe@3.0.0
108718 info linkStuff promise.pipe@3.0.0
108719 silly linkStuff promise.pipe@3.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108720 verbose linkBins promise.pipe@3.0.0
108721 verbose linkMans promise.pipe@3.0.0
108722 silly build pseudomap@1.0.2
108723 info linkStuff pseudomap@1.0.2
108724 silly linkStuff pseudomap@1.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108725 verbose linkBins pseudomap@1.0.2
108726 verbose linkMans pseudomap@1.0.2
108727 silly build pug-error@1.3.1
108728 info linkStuff pug-error@1.3.1
108729 silly linkStuff pug-error@1.3.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108730 verbose linkBins pug-error@1.3.1
108731 verbose linkMans pug-error@1.3.1
108732 silly build async@0.2.10
108733 info linkStuff async@0.2.10
108734 silly linkStuff async@0.2.10 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-filters/node_modules as its parent node_modules
108735 verbose linkBins async@0.2.10
108736 verbose linkMans async@0.2.10
108737 silly build window-size@0.1.0
108738 info linkStuff window-size@0.1.0
108739 silly linkStuff window-size@0.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-filters/node_modules as its parent node_modules
108740 verbose linkBins window-size@0.1.0
108741 verbose linkMans window-size@0.1.0
108742 silly build wordwrap@0.0.2
108743 info linkStuff wordwrap@0.0.2
108744 silly linkStuff wordwrap@0.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-filters/node_modules as its parent node_modules
108745 verbose linkBins wordwrap@0.0.2
108746 verbose linkMans wordwrap@0.0.2
108747 silly build acorn@4.0.3
108748 info linkStuff acorn@4.0.3
108749 silly linkStuff acorn@4.0.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-lexer/node_modules as its parent node_modules
108750 verbose linkBins acorn@4.0.3
108751 verbose link bins [ { acorn: './bin/acorn' },
108751 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-lexer/node_modules/.bin',
108751 verbose link bins   false ]
108752 verbose linkMans acorn@4.0.3
108753 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-lexer/node_modules/.bin/acorn is being purged
108754 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-lexer/node_modules/.bin/acorn
108755 silly build object-assign@4.1.0
108756 info linkStuff object-assign@4.1.0
108757 silly linkStuff object-assign@4.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-lexer/node_modules as its parent node_modules
108758 verbose linkBins object-assign@4.1.0
108759 verbose linkMans object-assign@4.1.0
108760 silly build is-expression@3.0.0
108761 info linkStuff is-expression@3.0.0
108762 silly linkStuff is-expression@3.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-lexer/node_modules as its parent node_modules
108763 verbose linkBins is-expression@3.0.0
108764 verbose linkMans is-expression@3.0.0
108765 silly build pug-lexer@2.3.0
108766 info linkStuff pug-lexer@2.3.0
108767 silly linkStuff pug-lexer@2.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108768 verbose linkBins pug-lexer@2.3.0
108769 verbose linkMans pug-lexer@2.3.0
108770 silly build object-assign@4.1.0
108771 info linkStuff object-assign@4.1.0
108772 silly linkStuff object-assign@4.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/pug-load/node_modules as its parent node_modules
108773 verbose linkBins object-assign@4.1.0
108774 verbose linkMans object-assign@4.1.0
108775 silly build pug-runtime@2.0.2
108776 info linkStuff pug-runtime@2.0.2
108777 silly linkStuff pug-runtime@2.0.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108778 verbose linkBins pug-runtime@2.0.2
108779 verbose linkMans pug-runtime@2.0.2
108780 silly build pug-attrs@2.0.1
108781 info linkStuff pug-attrs@2.0.1
108782 silly linkStuff pug-attrs@2.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108783 verbose linkBins pug-attrs@2.0.1
108784 verbose linkMans pug-attrs@2.0.1
108785 silly build pug-strip-comments@1.0.1
108786 info linkStuff pug-strip-comments@1.0.1
108787 silly linkStuff pug-strip-comments@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108788 verbose linkBins pug-strip-comments@1.0.1
108789 verbose linkMans pug-strip-comments@1.0.1
108790 silly build pug-walk@1.0.0
108791 info linkStuff pug-walk@1.0.0
108792 silly linkStuff pug-walk@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108793 verbose linkBins pug-walk@1.0.0
108794 verbose linkMans pug-walk@1.0.0
108795 silly build pug-linker@1.0.1
108796 info linkStuff pug-linker@1.0.1
108797 silly linkStuff pug-linker@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108798 verbose linkBins pug-linker@1.0.1
108799 verbose linkMans pug-linker@1.0.1
108800 silly build pug-load@2.0.3
108801 info linkStuff pug-load@2.0.3
108802 silly linkStuff pug-load@2.0.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108803 verbose linkBins pug-load@2.0.3
108804 verbose linkMans pug-load@2.0.3
108805 silly build punycode@1.2.4
108806 info linkStuff punycode@1.2.4
108807 silly linkStuff punycode@1.2.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108808 verbose linkBins punycode@1.2.4
108809 verbose linkMans punycode@1.2.4
108810 silly build q@1.4.1
108811 info linkStuff q@1.4.1
108812 silly linkStuff q@1.4.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108813 verbose linkBins q@1.4.1
108814 verbose linkMans q@1.4.1
108815 silly build coa@1.0.1
108816 info linkStuff coa@1.0.1
108817 silly linkStuff coa@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108818 verbose linkBins coa@1.0.1
108819 verbose linkMans coa@1.0.1
108820 silly build qs@0.4.2
108821 info linkStuff qs@0.4.2
108822 silly linkStuff qs@0.4.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108823 verbose linkBins qs@0.4.2
108824 verbose linkMans qs@0.4.2
108825 silly build connect@1.9.2
108826 info linkStuff connect@1.9.2
108827 silly linkStuff connect@1.9.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/express/node_modules as its parent node_modules
108828 verbose linkBins connect@1.9.2
108829 verbose linkMans connect@1.9.2
108830 silly build express@2.5.11
108831 info linkStuff express@2.5.11
108832 silly linkStuff express@2.5.11 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108833 verbose linkBins express@2.5.11
108834 verbose link bins [ { express: './bin/express' },
108834 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
108834 verbose link bins   false ]
108835 verbose linkMans express@2.5.11
108836 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/express is being purged
108837 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/express
108838 silly build querystring@0.2.0
108839 info linkStuff querystring@0.2.0
108840 silly linkStuff querystring@0.2.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108841 verbose linkBins querystring@0.2.0
108842 verbose linkMans querystring@0.2.0
108843 silly build querystring-es3@0.2.0
108844 info linkStuff querystring-es3@0.2.0
108845 silly linkStuff querystring-es3@0.2.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108846 verbose linkBins querystring-es3@0.2.0
108847 verbose linkMans querystring-es3@0.2.0
108848 silly build randomatic@1.1.5
108849 info linkStuff randomatic@1.1.5
108850 silly linkStuff randomatic@1.1.5 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108851 verbose linkBins randomatic@1.1.5
108852 verbose linkMans randomatic@1.1.5
108853 silly build range-parser@1.2.0
108854 info linkStuff range-parser@1.2.0
108855 silly linkStuff range-parser@1.2.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108856 verbose linkBins range-parser@1.2.0
108857 verbose linkMans range-parser@1.2.0
108858 silly build repeating@2.0.1
108859 info linkStuff repeating@2.0.1
108860 silly linkStuff repeating@2.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redent/node_modules as its parent node_modules
108861 verbose linkBins repeating@2.0.1
108862 verbose linkMans repeating@2.0.1
108863 silly build indent-string@2.1.0
108864 info linkStuff indent-string@2.1.0
108865 silly linkStuff indent-string@2.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redent/node_modules as its parent node_modules
108866 verbose linkBins indent-string@2.1.0
108867 verbose linkMans indent-string@2.1.0
108868 silly build esprima@3.0.0
108869 info linkStuff esprima@3.0.0
108870 silly linkStuff esprima@3.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redeyed/node_modules as its parent node_modules
108871 verbose linkBins esprima@3.0.0
108872 verbose link bins [ { esparse: './bin/esparse.js',
108872 verbose link bins     esvalidate: './bin/esvalidate.js' },
108872 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redeyed/node_modules/.bin',
108872 verbose link bins   false ]
108873 verbose linkMans esprima@3.0.0
108874 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redeyed/node_modules/.bin/esparse is being purged
108875 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redeyed/node_modules/.bin/esparse
108876 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redeyed/node_modules/.bin/esvalidate is being purged
108877 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/redeyed/node_modules/.bin/esvalidate
108878 silly build redeyed@1.0.1
108879 info linkStuff redeyed@1.0.1
108880 silly linkStuff redeyed@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108881 verbose linkBins redeyed@1.0.1
108882 verbose linkMans redeyed@1.0.1
108883 silly build cardinal@1.0.0
108884 info linkStuff cardinal@1.0.0
108885 silly linkStuff cardinal@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108886 verbose linkBins cardinal@1.0.0
108887 verbose link bins [ { cdl: './bin/cdl.js' },
108887 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
108887 verbose link bins   false ]
108888 verbose linkMans cardinal@1.0.0
108889 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/cdl is being purged
108890 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/cdl
108891 silly build regex-cache@0.4.3
108892 info linkStuff regex-cache@0.4.3
108893 silly linkStuff regex-cache@0.4.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108894 verbose linkBins regex-cache@0.4.3
108895 verbose linkMans regex-cache@0.4.3
108896 silly build repeat-element@1.1.2
108897 info linkStuff repeat-element@1.1.2
108898 silly linkStuff repeat-element@1.1.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108899 verbose linkBins repeat-element@1.1.2
108900 verbose linkMans repeat-element@1.1.2
108901 silly build repeat-string@1.6.1
108902 info linkStuff repeat-string@1.6.1
108903 silly linkStuff repeat-string@1.6.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108904 verbose linkBins repeat-string@1.6.1
108905 verbose linkMans repeat-string@1.6.1
108906 silly build align-text@0.1.4
108907 info linkStuff align-text@0.1.4
108908 silly linkStuff align-text@0.1.4 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108909 verbose linkBins align-text@0.1.4
108910 verbose linkMans align-text@0.1.4
108911 silly build center-align@0.1.3
108912 info linkStuff center-align@0.1.3
108913 silly linkStuff center-align@0.1.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108914 verbose linkBins center-align@0.1.3
108915 verbose linkMans center-align@0.1.3
108916 silly build fill-range@2.2.3
108917 info linkStuff fill-range@2.2.3
108918 silly linkStuff fill-range@2.2.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108919 verbose linkBins fill-range@2.2.3
108920 verbose linkMans fill-range@2.2.3
108921 silly build expand-range@1.8.2
108922 info linkStuff expand-range@1.8.2
108923 silly linkStuff expand-range@1.8.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108924 verbose linkBins expand-range@1.8.2
108925 verbose linkMans expand-range@1.8.2
108926 silly build braces@1.8.5
108927 info linkStuff braces@1.8.5
108928 silly linkStuff braces@1.8.5 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108929 verbose linkBins braces@1.8.5
108930 verbose linkMans braces@1.8.5
108931 silly build micromatch@2.3.11
108932 info linkStuff micromatch@2.3.11
108933 silly linkStuff micromatch@2.3.11 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/findup-sync/node_modules as its parent node_modules
108934 verbose linkBins micromatch@2.3.11
108935 verbose linkMans micromatch@2.3.11
108936 silly build micromatch@2.3.11
108937 info linkStuff micromatch@2.3.11
108938 silly linkStuff micromatch@2.3.11 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/glob-stream/node_modules as its parent node_modules
108939 verbose linkBins micromatch@2.3.11
108940 verbose linkMans micromatch@2.3.11
108941 silly build micromatch@2.3.11
108942 info linkStuff micromatch@2.3.11
108943 silly linkStuff micromatch@2.3.11 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/matchdep/node_modules as its parent node_modules
108944 verbose linkBins micromatch@2.3.11
108945 verbose linkMans micromatch@2.3.11
108946 silly build micromatch@2.3.5
108947 info linkStuff micromatch@2.3.5
108948 silly linkStuff micromatch@2.3.5 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108949 verbose linkBins micromatch@2.3.5
108950 verbose linkMans micromatch@2.3.5
108951 silly build anymatch@1.3.0
108952 info linkStuff anymatch@1.3.0
108953 silly linkStuff anymatch@1.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108954 verbose linkBins anymatch@1.3.0
108955 verbose linkMans anymatch@1.3.0
108956 silly build repeating@1.1.3
108957 info linkStuff repeating@1.1.3
108958 silly linkStuff repeating@1.1.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108959 verbose linkBins repeating@1.1.3
108960 verbose link bins [ { repeating: 'cli.js' },
108960 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
108960 verbose link bins   false ]
108961 verbose linkMans repeating@1.1.3
108962 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/repeating is being purged
108963 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/repeating
108964 silly build indent-string@1.2.2
108965 info linkStuff indent-string@1.2.2
108966 silly linkStuff indent-string@1.2.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108967 verbose linkBins indent-string@1.2.2
108968 verbose link bins [ { 'indent-string': 'cli.js' },
108968 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
108968 verbose link bins   false ]
108969 verbose linkMans indent-string@1.2.2
108970 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/indent-string is being purged
108971 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/indent-string
108972 silly build meow@3.3.0
108973 info linkStuff meow@3.3.0
108974 silly linkStuff meow@3.3.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108975 verbose linkBins meow@3.3.0
108976 verbose linkMans meow@3.3.0
108977 silly build dateformat@1.0.12
108978 info linkStuff dateformat@1.0.12
108979 silly linkStuff dateformat@1.0.12 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108980 verbose linkBins dateformat@1.0.12
108981 verbose link bins [ { dateformat: 'bin/cli.js' },
108981 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
108981 verbose link bins   false ]
108982 verbose linkMans dateformat@1.0.12
108983 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/dateformat is being purged
108984 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/dateformat
108985 silly build executable@1.1.0
108986 info linkStuff executable@1.1.0
108987 silly linkStuff executable@1.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108988 verbose linkBins executable@1.1.0
108989 verbose link bins [ { executable: 'cli.js' },
108989 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
108989 verbose link bins   false ]
108990 verbose linkMans executable@1.1.0
108991 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/executable is being purged
108992 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/executable
108993 silly build bin-check@2.0.0
108994 info linkStuff bin-check@2.0.0
108995 silly linkStuff bin-check@2.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
108996 verbose linkBins bin-check@2.0.0
108997 verbose linkMans bin-check@2.0.0
108998 silly build lpad-align@1.1.0
108999 info linkStuff lpad-align@1.1.0
109000 silly linkStuff lpad-align@1.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109001 verbose linkBins lpad-align@1.1.0
109002 verbose link bins [ { 'lpad-align': 'cli.js' },
109002 verbose link bins   '/home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin',
109002 verbose link bins   false ]
109003 verbose linkMans lpad-align@1.1.0
109004 silly gentlyRm /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/lpad-align is being purged
109005 verbose gentlyRm don't care about contents; nuking /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.bin/lpad-align
109006 silly build replace-ext@0.0.1
109007 info linkStuff replace-ext@0.0.1
109008 silly linkStuff replace-ext@0.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109009 verbose linkBins replace-ext@0.0.1
109010 verbose linkMans replace-ext@0.0.1
109011 silly build vinyl@0.5.3
109012 info linkStuff vinyl@0.5.3
109013 silly linkStuff vinyl@0.5.3 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/gulp-util/node_modules as its parent node_modules
109014 verbose linkBins vinyl@0.5.3
109015 verbose linkMans vinyl@0.5.3
109016 silly build object-assign@4.1.0
109017 info linkStuff object-assign@4.1.0
109018 silly linkStuff object-assign@4.1.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/replacestream/node_modules as its parent node_modules
109019 verbose linkBins object-assign@4.1.0
109020 verbose linkMans object-assign@4.1.0
109021 silly build qs@5.2.1
109022 info linkStuff qs@5.2.1
109023 silly linkStuff qs@5.2.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/request/node_modules as its parent node_modules
109024 verbose linkBins qs@5.2.1
109025 verbose linkMans qs@5.2.1
109026 silly build require-directory@2.1.1
109027 info linkStuff require-directory@2.1.1
109028 silly linkStuff require-directory@2.1.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109029 verbose linkBins require-directory@2.1.1
109030 verbose linkMans require-directory@2.1.1
109031 silly build require-main-filename@1.0.1
109032 info linkStuff require-main-filename@1.0.1
109033 silly linkStuff require-main-filename@1.0.1 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109034 verbose linkBins require-main-filename@1.0.1
109035 verbose linkMans require-main-filename@1.0.1
109036 silly build requires-port@1.0.0
109037 info linkStuff requires-port@1.0.0
109038 silly linkStuff requires-port@1.0.0 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109039 verbose linkBins requires-port@1.0.0
109040 verbose linkMans requires-port@1.0.0
109041 silly build http-proxy@1.15.2
109042 info linkStuff http-proxy@1.15.2
109043 silly linkStuff http-proxy@1.15.2 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109044 verbose linkBins http-proxy@1.15.2
109045 verbose linkMans http-proxy@1.15.2
109046 silly build resolve@1.1.7
109047 info linkStuff resolve@1.1.7
109048 silly linkStuff resolve@1.1.7 has /home/george/Dropbox/UNI/loftschool/photogallery/node_modules as its parent node_modules
109049 verbose linkBins resolve@1.1.7
109050 verbose linkMans resolve@1.1.7
109051 silly build rechoir@0.6.2
109052 info linkStuff rechoir@0.6.2
